Date,day,year,year2,DateSPSS,Name,Name2,Record#,TypeofInteraction,FemaleAgeclass,FemaleMotherClass,OffspringClass,ObservedReproductiveStatus,EndocrineStatusHormones,CyclePhaseHormones,ReproductiveStatus,Endo2,Endo3,Endo4,Endo5,Endo6,Endo7,Endo8,Pregnantvs.nonpregnant,E1CmgCr,PDGmgCr,CommentMET,EndorineComment,SocialInteraction,InteractionwithMale,Mating,NearMating,Consortship,ObservationMinutes,FollowType,FollowTypeII,Lengthofmating,PelvicThrusts,Male,MaletypeI,MaleTypeII,MaleTypeIII,MatingTypeExcel,MatingTypePercent,MatingTypePercentII,MatingTypeII,MatingTypeIII,Matingtypequestionable,TotalnonresistantProceptiveandResistanceBehaviors,NonResistantBeforeBehaviors,NonResistantDuringBehaviors,Totalnonresistantbehaviors,NonresistantBehaviors,ProceptiveBehaviors,ProceptiveBehaviors_A,TotalunresistedandProcepetivebehaviors,unresistedandProcepetivebehaviors,ResistantBeforeBehaviors,BeforeBehaviors,ResistantDuringBehaviors,DuringBehaviors,TotalResistantBehaviors,ResistantBehaviors,AttractionBehaviors,Mating01,POP,preg,lact,prime,past,unflanged,included,endomiss
35594,165,97,97.45106091718002,06/14/1997,Misha,Misha,2416,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,710,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35595,166,97,97.45379876796714,06/15/1997,Misha,Misha,2418,,Adol Female,Adol Female,No infant,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,17159,226,,,Y,N,N,N,N,645,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35605,176,97,97.48117727583846,06/25/1997,Misha,Misha,2430,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,489,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35606,177,97,97.4839151266256,06/26/1997,Misha,Misha,2432,,Adol Female,Adol Female,No infant,,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,41615,1141,,,N,N,N,N,N,800,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
35607,178,97,97.48665297741273,06/27/1997,Misha,Misha,2435,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,747,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35608,179,97,97.48939082819986,06/28/1997,Misha,Misha,2438,Consortship,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,Y,Y,703,F  full,F, , ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
35609,180,97,97.492128678987,06/29/1997,Misha,Misha,2442,Consortship,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,Y,792,F  full,F, , ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
35610,181,97,97.49486652977413,06/30/1997,Misha,Misha,2444,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,732,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35611,182,97,97.49760438056126,07/01/1997,Misha,Misha,2445,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,732,M Missing Minutes,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35612,183,97,97.5003422313484,07/02/1997,Misha,Misha,2446,,Adol Female,Adol Female,No infant,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,5720,173,,,N,N,N,N,N,770,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35613,184,97,97.50308008213553,07/03/1997,Misha,Misha,2447,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,695,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35614,185,97,97.50581793292265,07/04/1997,Misha,Misha,2448,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,710,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35620,191,97,97.52224503764545,07/10/1997,Misha,Misha,2450,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,363,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35621,192,97,97.52498288843258,07/11/1997,Misha,Misha,2451,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,734,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35669,240,97,97.65639972621491,08/28/1997,Misha,Misha,2499,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,210,D  found then full day,, , ,Roman,Flanged,Past Prime,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,1,1
35689,260,97,97.71115674195757,09/17/1997,Misha,Misha,2511,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,120,D  found then full day,, , ,BB King,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,1
35691,262,97,97.71663244353182,09/19/1997,Misha,Misha,2520,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,540,P  found and lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35722,293,97,97.80150581793292,10/20/1997,Misha,Misha,2545,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,225,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35723,294,97,97.80424366872005,10/21/1997,Misha,Misha,2548,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,698,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35724,295,97,97.80698151950719,10/22/1997,Misha,Misha,2551,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,685,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35730,301,97,97.82340862422998,10/28/1997,Misha,Misha,2560,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,360,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35732,303,97,97.82888432580424,10/30/1997,Misha,Misha,2561,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,650,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35733,304,97,97.83162217659138,10/31/1997,Misha,Misha,2562,,Adol Female,Adol Female,No infant,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,9755,168,,,N,N,N,N,N,715,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35734,305,97,97.83436002737851,11/01/1997,Misha,Misha,2563,,Adol Female,Adol Female,No infant,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,6322,100,,,N,N,N,N,N,625,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35752,323,97,97.88364134154689,11/19/1997,Misha,Misha,2568,Consortship,Adol Female,Non-mother,Over 4 yrs,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,Y,45,S  Switched to another OH,, , ,Wendell,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,1
35753,324,97,97.88637919233402,11/20/1997,Misha,Misha,2570,,Adol Female,Non-mother,Over 4 yrs,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,806,F  full,F, , ,Wendell,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,1
35809,015,98,98.03969883641342,01/15/1998,Misha,Misha,2589,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,465,D  found then full day,, , ,Lanun,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
35810,016,98,98.04243668720055,01/16/1998,Misha,Misha,2590,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,740,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35822,028,98,98.07529089664614,01/28/1998,Misha,Misha,2591,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,207,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35823,029,98,98.07802874743327,01/29/1998,Misha,Misha,2592,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,685,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35824,030,98,98.08076659822039,01/30/1998,Misha,Misha,2593,Consortship,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,Y,385,F  full,F, , ,Lanun,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
35862,068,98,98.18480492813141,03/09/1998,Misha,Misha,2594,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,634,D  found then full day,, , ,Roman,Flanged,Past Prime,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,1,1
35863,069,98,98.18754277891856,03/10/1998,Misha,Misha,2596,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,705,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35898,104,98,98.28336755646818,04/14/1998,Misha,Misha,2617,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,395,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35899,105,98,98.2861054072553,04/15/1998,Misha,Misha,2618,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,760,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35900,106,98,98.28884325804243,04/16/1998,Misha,Misha,2619,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,797,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35901,107,98,98.29158110882958,04/17/1998,Misha,Misha,2620,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,768,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35902,108,98,98.2943189596167,04/18/1998,Misha,Misha,2621,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,815,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35903,109,98,98.29705681040383,04/19/1998,Misha,Misha,2622,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,779,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35904,110,98,98.29979466119096,04/20/1998,Misha,Misha,2623,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,755,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35905,111,98,98.3025325119781,04/21/1998,Misha,Misha,2624,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,775,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35906,112,98,98.30527036276523,04/22/1998,Misha,Misha,2625,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,710,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35907,113,98,98.30800821355236,04/23/1998,Misha,Misha,2626,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,755,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35908,114,98,98.3107460643395,04/24/1998,Misha,Misha,2627,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,829,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35909,115,98,98.31348391512662,04/25/1998,Misha,Misha,2628,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,677,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35910,116,98,98.31622176591375,04/26/1998,Misha,Misha,2629,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,670,L  late full day,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35911,117,98,98.3189596167009,04/27/1998,Misha,Misha,2630,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,145,N  No data,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35912,118,98,98.32169746748802,04/28/1998,Misha,Misha,2631,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,180,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35914,120,98,98.32717316906229,04/30/1998,Misha,Misha,2634,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,657,M Missing Minutes,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35918,124,98,98.33812457221082,05/04/1998,Misha,Misha,2636,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,770,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35919,125,98,98.34086242299794,05/05/1998,Misha,Misha,2637,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,725,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35929,135,98,98.36824093086926,05/15/1998,Misha,Misha,2649,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,758,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35930,136,98,98.3709787816564,05/16/1998,Misha,Misha,2651,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,680,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35931,137,98,98.37371663244353,05/17/1998,Misha,Misha,2653,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,765,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35932,138,98,98.37645448323066,05/18/1998,Misha,Misha,2655,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,422,H  lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35951,157,98,98.42847364818617,06/06/1998,Misha,Misha,2685,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,130,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35952,158,98,98.43121149897331,06/07/1998,Misha,Misha,2688,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,740,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35953,159,98,98.43394934976044,06/08/1998,Misha,Misha,2691,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,760,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35954,160,98,98.43668720054757,06/09/1998,Misha,Misha,2693,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,730,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35955,161,98,98.43942505133471,06/10/1998,Misha,Misha,2695,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,705,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35956,162,98,98.44216290212184,06/11/1998,Misha,Misha,2697,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,730,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35957,163,98,98.44490075290896,06/12/1998,Misha,Misha,2700,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,750,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35958,164,98,98.44763860369609,06/13/1998,Misha,Misha,2702,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,645,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35959,165,98,98.45037645448323,06/14/1998,Misha,Misha,2704,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,193.5,H  lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35989,195,98,98.53251197809719,07/14/1998,Misha,Misha,2743,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,260,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35990,196,98,98.53524982888433,07/15/1998,Misha,Misha,2744,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,685,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35991,197,98,98.53798767967146,07/16/1998,Misha,Misha,2745,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,772,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35992,198,98,98.54072553045859,07/17/1998,Misha,Misha,2746,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,728,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35993,199,98,98.54346338124572,07/18/1998,Misha,Misha,2749,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,525,H  lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
36022,228,98,98.62286105407256,08/16/1998,Misha,Misha,2779,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,32,D  found then full day,, , ,UML16Aug02,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33141,269,90,90.73511293634498,09/26/1990,Pug,Pug,87,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,,,,237,D  found then full day,D, , ,Tumor Belly,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,1
33142,270,90,90.7378507871321,09/27/1990,Pug,Pug,88,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,587,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34186,218,93,93.59616700889802,08/06/1993,Rusila,Rusila,679,,Adult Female,Non-mother,Inf no juv,L1,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,467593,28650,,,Y,N,N,N,N,609.5,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34344,011,94,94.02874743326488,01/11/1994,Rusila,Rusila,885,,Adult Female,Mother,Inf no juv,L1,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,11334,1291,,,Y,Y,N,N,N,785,F  full,F, , ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
34345,012,94,94.03148528405202,01/12/1994,Rusila,Rusila,889,,Adult Female,Mother,Inf no juv,L1,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,4655,170,,,N,N,N,N,N,233,H  lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33323,085,91,91.23340177960301,03/26/1991,Sari,Sari,225,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,578,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33324,086,91,91.23613963039014,03/27/1991,Sari,Sari,226,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,730,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
