Date,day,year,year2,DateSPSS,Name,Name2,Record#,TypeofInteraction,FemaleAgeclass,FemaleMotherClass,OffspringClass,ObservedReproductiveStatus,EndocrineStatusHormones,CyclePhaseHormones,ReproductiveStatus,Endo2,Endo3,Endo4,Endo5,Endo6,Endo7,Endo8,Pregnantvs.nonpregnant,E1CmgCr,PDGmgCr,CommentMET,EndorineComment,SocialInteraction,InteractionwithMale,Mating,NearMating,Consortship,ObservationMinutes,FollowType,FollowTypeII,Lengthofmating,PelvicThrusts,Male,MaletypeI,MaleTypeII,MaleTypeIII,MatingTypeExcel,MatingTypePercent,MatingTypePercentII,MatingTypeII,MatingTypeIII,Matingtypequestionable,TotalnonresistantProceptiveandResistanceBehaviors,NonResistantBeforeBehaviors,NonResistantDuringBehaviors,Totalnonresistantbehaviors,NonresistantBehaviors,ProceptiveBehaviors,ProceptiveBehaviors_A,TotalunresistedandProcepetivebehaviors,unresistedandProcepetivebehaviors,ResistantBeforeBehaviors,BeforeBehaviors,ResistantDuringBehaviors,DuringBehaviors,TotalResistantBehaviors,ResistantBehaviors,AttractionBehaviors,Mating01,POP,preg,lact,prime,past,unflanged,included,endomiss
36027,233,98,98.63655030800821,08/21/1998,Kate,Kate,2784,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,585,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36028,234,98,98.63928815879535,08/22/1998,Kate,Kate,2786,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,685,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36029,235,98,98.64202600958248,08/23/1998,Kate,Kate,2789,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,663,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35764,335,97,97.91649555099247,12/01/1997,Kayla,Kayla,73,Mating 1,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,Y,Y,Y,285,L  late full day,,0.006944,374,Wendell,Flanged,Prime Male,Prime,Cooperative,Cooperative,Cooperative,Unforced,Proceptive,No,4, , , ,0,4,1,4,1, ,0, ,0, ,0,2,1,0,1,0,1,0,0,1,0
35765,336,97,97.91923340177961,12/02/1997,Kayla,Kayla,74,Sexual Interaction,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,Y,N,Y,880,F  full,F,0.003472, ,Wendell,Flanged,Prime Male,Prime,,Cooperative,Cooperative,Unforced,Proceptive,,4,1, ,1,0.25,3,0.75,4,1, ,0, ,0, ,0,2,0,0,1,0,1,0,0,1,0
35765,336,97,97.91923340177961,12/02/1997,Kayla,Kayla,75,Mating 1,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,Y,N,Y,880,F  full,F,0.008333,384,Wendell,Flanged,Prime Male,Prime,Cooperative,Cooperative,Cooperative,Unforced,Proceptive,No,7, , , ,0,7,1,7,1, ,0, ,0, ,0,5,1,0,1,0,1,0,0,1,0
35766,337,97,97.92197125256673,12/03/1997,Kayla,Kayla,76,Mating 1,Adult Female,Non-mother,No infant,Pregnant,cycling,Not sure,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, ,2275,,,Y,Y,Y,N,Y,815,F  full,F,0.002083, ,Wendell,Flanged,Prime Male,Prime,,Cooperative,Cooperative,Unforced,Proceptive,No,5, , , ,0,5,1,5,1, ,0, ,0, ,0, ,1,0,1,0,1,0,0,1,0
35767,338,97,97.92470910335386,12/04/1997,Kayla,Kayla,2581,Consortship,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,Y,789,F  full,F, , ,Wendell,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0
35768,339,97,97.927446954141,12/05/1997,Kayla,Kayla,2584,Consortship,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,Y,807,F  full,F, , ,Wendell,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0
35863,069,98,98.18754277891856,03/10/1998,Kayla,Kayla,2595,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,N,N,N,N,700,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35885,091,98,98.24777549623545,04/01/1998,Kayla,Kayla,2605,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,75,L  late full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35886,092,98,98.25051334702259,04/02/1998,Kayla,Kayla,2607,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,672,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35887,093,98,98.25325119780972,04/03/1998,Kayla,Kayla,2608,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,675,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35888,094,98,98.25598904859685,04/04/1998,Kayla,Kayla,2609,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,677,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35889,095,98,98.25872689938399,04/05/1998,Kayla,Kayla,2610,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,635,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35892,098,98,98.26694045174538,04/08/1998,Kayla,Kayla,2612,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,651,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35893,099,98,98.26967830253251,04/09/1998,Kayla,Kayla,2614,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,608,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35940,146,98,98.39835728952772,05/26/1998,Kayla,Kayla,2668,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,741,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35941,147,98,98.40109514031485,05/27/1998,Kayla,Kayla,2670,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,675,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35942,148,98,98.40383299110198,05/28/1998,Kayla,Kayla,2671,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,667,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35957,163,98,98.44490075290896,06/12/1998,Kayla,Kayla,2698,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,690,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35958,164,98,98.44763860369609,06/13/1998,Kayla,Kayla,2701,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,617,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35959,165,98,98.45037645448323,06/14/1998,Kayla,Kayla,2703,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,N,700,F  full,F, , ,Unflanged male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,0,0,1,1,0
35960,166,98,98.45311430527036,06/15/1998,Kayla,Kayla,2705,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,690,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35961,167,98,98.45585215605749,06/16/1998,Kayla,Kayla,2706,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,620,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35962,168,98,98.45859000684463,06/17/1998,Kayla,Kayla,2707,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,655,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35963,169,98,98.46132785763176,06/18/1998,Kayla,Kayla,2708,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,600,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33193,321,90,90.87748117727584,11/17/1990,Kristen,Kristen,7,Mating 1,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,"Pregnant as of 22 Nov 94, no sample this date: could be pregnant already or conceptive cycle",Y,Y,Y,N,Y, ,N  No data,,0.009028, ,Male V,Unflanged,Unflanged,Non-Prime,Cooperative,Cooperative,Cooperative,Unforced,Proceptive,No,2,1, ,1,0.5,1,0.5,2,1, ,0, ,0, ,0,1,1,0,1,0,0,0,1,1,0
33194,322,90,90.88021902806297,11/18/1990,Kristen,Kristen,8,Mating 1,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,"Pregnant as of 22 Nov 94, no sample this date: could be pregnant already or conceptive cycle",Y,Y,Y,N,Y,424,H  lost,M,0.004861, ,Male V,Unflanged,Unflanged,Non-Prime,Cooperative,No Data,Cooperative,Unforced,Unresisted,No, , , , , , , , , , , , , , , , ,1,0,1,0,0,0,1,1,0
33194,322,90,90.88021902806297,11/18/1990,Kristen,Kristen,9,Mating 2,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,"Pregnant as of 22 Nov 94, no sample this date: could be pregnant already or conceptive cycle",Y,Y,Y,N,Y,424,H  lost,M,0.021528, ,Male V,Unflanged,Unflanged,Non-Prime,Cooperative,Cooperative,Cooperative,Unforced,Proceptive,No,2,1, ,1,0.5,1,0.5,2,1, ,0, ,0, ,0, ,1,0,1,0,0,0,1,1,0
33137,265,90,90.72416153319644,09/22/1990,Kristen,Kristen,84,,Adult Female,Mother,Over 4 yrs,Pregnant possibly,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,146,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33138,266,90,90.72689938398358,09/23/1990,Kristen,Kristen,85,,Mature adult,Mother,Over 4 yrs,Pregnant possibly,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,Pregnant according to CK E1C data,N,N,N,N,N,715,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33176,304,90,90.8309377138946,10/31/1990,Kristen,Kristen,109,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,308,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33197,325,90,90.88843258042436,11/21/1990,Kristen,Kristen,135,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,300,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33198,326,90,90.89117043121149,11/22/1990,Kristen,Kristen,138,,Adult Female,Mother,Over 4 yrs,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,766234,22338,,,Y,N,,,,769,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33199,327,90,90.89390828199863,11/23/1990,Kristen,Kristen,140,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,760,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33200,328,90,90.89664613278576,11/24/1990,Kristen,Kristen,141,,Adult Female,Mother,Over 4 yrs,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,547009,18075,,,N,N,N,N,N,736,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33201,329,90,90.89938398357289,11/25/1990,Kristen,Kristen,142,,Adult Female,Mother,Over 4 yrs,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,11494,130,,,N,N,N,N,N,627,H  lost,M, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33202,330,90,90.90212183436003,11/26/1990,Kristen,Kristen,143,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,62,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35756,327,97,97.89459274469542,11/23/1997,Kristen,Kristen,2574,,Adult Female,Mother,Over 4 yrs,Pregnant,cycling,Not sure,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,187917,5483,,,Y,Y,N,N,N,235,D  found then full day,, , ,Wendell,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0
35757,328,97,97.89733059548254,11/24/1997,Kristen,Kristen,2576,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,795,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35923,129,98,98.35181382614647,05/09/1998,Kristen,Kristen,2639,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,645,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35924,130,98,98.35455167693361,05/10/1998,Kristen,Kristen,2640,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,610,,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35925,131,98,98.35728952772074,05/11/1998,Kristen,Kristen,2641,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,605,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35926,132,98,98.36002737850787,05/12/1998,Kristen,Kristen,2642,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,600,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35927,133,98,98.36276522929501,05/13/1998,Kristen,Kristen,2643,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,575,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35928,134,98,98.36550308008214,05/14/1998,Kristen,Kristen,2645,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,697,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35929,135,98,98.36824093086926,05/15/1998,Kristen,Kristen,2647,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,670,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35936,142,98,98.3874058863792,05/22/1998,Kristen,Kristen,2659,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,635,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35937,143,98,98.39014373716633,05/23/1998,Kristen,Kristen,2661,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,759,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35938,144,98,98.39288158795345,05/24/1998,Kristen,Kristen,2663,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,647,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35939,145,98,98.39561943874058,05/25/1998,Kristen,Kristen,2665,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,691,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35946,152,98,98.41478439425052,06/01/1998,Kristen,Kristen,2673,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,120,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35947,153,98,98.41752224503765,06/02/1998,Kristen,Kristen,2675,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,615,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35948,154,98,98.42026009582477,06/03/1998,Kristen,Kristen,2677,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,712,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35949,155,98,98.42299794661191,06/04/1998,Kristen,Kristen,2679,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,640,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35950,156,98,98.42573579739904,06/05/1998,Kristen,Kristen,2681,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,665,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35951,157,98,98.42847364818617,06/06/1998,Kristen,Kristen,2683,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,630,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35952,158,98,98.43121149897331,06/07/1998,Kristen,Kristen,2686,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,N,N,N,N,680,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35953,159,98,98.43394934976044,06/08/1998,Kristen,Kristen,2689,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,615,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35954,160,98,98.43668720054757,06/09/1998,Kristen,Kristen,2692,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,795,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35955,161,98,98.43942505133471,06/10/1998,Kristen,Kristen,2694,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,690,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35956,162,98,98.44216290212184,06/11/1998,Kristen,Kristen,2696,Consortship,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,Y,640,F  full,F, , ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,0,0,1,1,0
35957,163,98,98.44490075290896,06/12/1998,Kristen,Kristen,2699,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,639,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35967,173,98,98.47227926078028,06/22/1998,Kristen,Kristen,2711,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,650,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35968,174,98,98.47501711156742,06/23/1998,Kristen,Kristen,2713,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,N,672,F  full,F, , ,Astpal,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0
35969,175,98,98.47775496235455,06/24/1998,Kristen,Kristen,2714,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,N,N,N,N,628,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35970,176,98,98.48049281314168,06/25/1998,Kristen,Kristen,2716,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,N,683,F  full,F, , ,Astpal,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0
